nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
tại	B-l
phần	I-l
đường	I-l
dành	I-l
cho	I-l
xe	I-l
chạy	I-l
ở	I-l
ngoài	I-l
thành	I-l
phố	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
ở	I-l
ngoài	I-l
thành	I-l
phố	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
tại	B-l
phần	I-l
đường	I-l
dành	I-l
cho	I-l
xe	I-l
chạy	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
tại	B-l
phần	I-l
đường	I-l
dành	I-l
cho	I-l
xe	I-l
chạy	I-l
ở	I-l
ngoài	I-l
thành	I-l
phố	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
tại	B-l
phần	I-l
đường	I-l
dành	I-l
cho	I-l
xe	I-l
chạy	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
ngược	B-a
với	I-a
chiều	I-a
của	I-a
làn	I-a
đường	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
ngược	B-a
chiều	I-a
làn	I-a
đường	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
ngược	B-a
với	I-a
chiều	I-a
của	I-a
làn	I-a
đường	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
ngược	B-a
chiều	I-a
làn	I-a
đường	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
dốc	I-l
không	B-a
chèn	I-a
bánh	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

ô	B-tv
tô	I-tv
đỗ	B-a
giữa	B-l
dốc	I-l
mà	O
không	B-a
chèn	I-a
bánh	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

để	B-a
cửa	I-a
xe	I-a
ô	B-tv
tô	I-tv
mở	B-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

để	B-a
mở	I-a
cửa	I-a
ô	B-tv
tô	I-tv
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
không	B-a
sát	I-a
lề	I-a
đường	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
không	B-a
sát	I-a
lề	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
cách	B-a
lề	I-a
đường	I-a
quá	I-a
0	I-a
25m	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ô	B-tv
tô	I-tv
đỗ	B-a
cách	I-a
lề	I-a
1m	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
xe	I-l
điện	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
xe	I-l
điện	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
xe	I-l
buýt	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
xe	I-l
buýt	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
trên	B-l
miệng	I-l
cống	I-l
thoát	I-l
nước	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
miệng	I-l
cống	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
trên	B-l
miệng	I-l
hầm	I-l
đường	I-l
điện	I-l
thoại	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trên	B-l
miệng	I-l
hầm	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
trên	B-l
miệng	I-l
hầm	I-l
đường	I-l
điện	I-l
cao	I-l
thế	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
lấy	I-l
nước	I-l
của	I-l
xe	I-l
cứu	I-l
hỏa	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
trước	B-l
cột	I-l
lấy	I-l
nước	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
có	I-l
biển	I-l
cấm	I-l
đỗ	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
bị	I-l
cấm	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
có	I-l
biển	I-l
cấm	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
không	B-a
đúng	I-a
nơi	I-a
quy	I-a
định	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
ô	B-tv
tô	I-tv
không	B-a
đúng	I-a
nơi	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
trái	B-a
quy	I-a
định	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
trái	B-a
luật	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
ở	B-l
phần	I-l
đường	I-l
cho	I-l
người	I-l
đi	I-l
bộ	I-l
qua	I-l
đường	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
sai	B-a
nơi	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
cho	I-l
người	I-l
đi	I-l
bộ	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
trên	B-l
cầu	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
bên	O
trên	B-l
cầu	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
	B-l
ở	I-l
đầu	I-l
cầu	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
ngay	O
đầu	B-l
cầu	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-l
gầm	I-l
cầu	I-l
vượt	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
dưới	B-l
gầm	I-l
cầu	I-l
vượt	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
đường	I-if4
hẹp	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đường	B-if4
hẹp	I-if4
mà	O
quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
đường	I-if4
dốc	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

trên	B-l
dốc	I-l
mà	O
quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
đường	I-if4
cong	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
tại	B-if4
khúc	I-if4
cua	I-if4
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
tầm	I-if4
nhìn	I-if4
bị	I-if4
che	I-if4
khuất	I-if4
phạt	B-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
khó	I-if4
quan	I-if4
sát	I-if4
phạt	B-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
có	I-l
biển	I-l
báo	I-l
cấm	I-l
quay	I-l
đầu	I-l
xe	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
cấm	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	I-a
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
cấm	I-l
quay	I-l
đầu	I-l
xe	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
một	I-l
chiều	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
một	I-l
chiều	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
trên	B-l
đường	I-l
có	I-l
biển	I-l
cấm	I-l
đi	I-l
ngược	I-l
chiều	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
ô	B-tv
tô	I-tv
trên	B-if4
đường	I-if4
cấm	I-if4
đi	I-if4
ngược	I-if4
chiều	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
tại	B-l
nơi	I-l
cấm	I-l
đi	I-l
ngược	I-l
chiều	I-l
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
tại	B-if4
nơi	I-if4
tầm	I-if4
nhìn	I-if4
bị	I-if4
che	I-if4
khuất	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
ô	B-tv
tô	I-tv
ở	B-if4
nơi	I-if4
hạn	I-if4
khó	I-if4
quan	I-if4
sát	I-if4
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
không	B-a
quan	I-a
sát	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
ô	B-tv
tô	I-tv
mà	O
không	B-a
quan	I-a
sát	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lùi	B-a
xe	O
ô	B-tv
tô	I-tv
không	B-a
có	I-a
tín	I-a
hiệu	I-a
báo	I-a
trước	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

không	B-a
có	I-a
tín	I-a
hiệu	I-a
khi	I-a
lùi	I-a
ô	B-tv
tô	I-tv
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
ô	B-tv
tô	I-tv
gây	B-a
tai	I-a
nạn	I-a
giao	I-a
thông	I-a
mà	I-a
không	I-a
giữ	I-a
nguyên	I-a
hiện	I-a
trường	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ô	B-tv
tô	I-tv
gây	B-a
tai	I-a
nạn	I-a
và	I-a
không	I-a
giữ	I-a
nguyên	I-a
hiện	I-a
trường	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
ô	B-tv
tô	I-tv
gây	B-a
tai	I-a
nạn	I-a
giao	I-a
thông	I-a
mà	I-a
không	I-a
tham	I-a
gia	I-a
cấp	I-a
cứu	I-a
người	I-a
bị	I-a
nạn	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ô	B-tv
tô	I-tv
gây	B-a
tai	I-a
nạn	I-a
mà	I-a
không	I-a
cấp	I-a
cứu	I-a
người	I-a
bị	I-a
nạn	I-a
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
ô	B-tv
tô	I-tv
gây	B-a
tai	I-a
nạn	I-a
